ExpNum,MgmtUnit,Plot,Inventory,SppCode,Month,Year,EXPF,Tree,DBHClass,DBH,TreeCond
1,20,13,15,1,6,2008,50,91600,1,1.3,100
1,20,31,15,1,6,2008,50,2000,1,0.7,700
1,20,33,15,15,6,2008,5,21900,11,10.9,200
1,20,35,15,1,6,2008,20,41700,3,3.2,100
1,20,41,15,5,6,2008,5,73900,17,16.8,200
1,20,21,15,6,6,2008,50,80900,1,0.5,700
1,20,44,15,1,6,2008,50,51800,1,0.8,700
1,20,45,15,1,6,2008,5,83200,6,5.8,200
1,20,53,15,4,6,2008,50,400,1,0.9,700
1,20,54,15,1,6,2008,50,61100,1,1.1,X00
1,20,13,15,1,6,2008,50,91700,1,1,100
1,20,31,15,1,6,2008,5,3500,5,5.3,400
1,20,33,15,15,6,2008,20,22300,3,2.6,900
1,20,35,15,1,6,2008,20,42400,4,3.9,100
1,20,41,15,1,6,2008,50,80300,2,2,100
1,20,21,15,6,6,2008,50,81200,2,2.1,100
1,20,44,15,1,6,2008,50,51900,1,0.7,700
1,20,45,15,1,6,2008,5,83400,5,4.5,400
1,20,53,15,4,6,2008,50,500,1,0.6,700
1,20,54,15,20,6,2008,50,61200,1,0.8,X00
1,20,13,15,1,6,2008,20,92400,4,4,100
1,20,31,15,1,6,2008,5,5000,8,8,200
1,20,33,15,1,6,2008,20,22400,3,2.6,900
1,20,35,15,1,6,2008,20,43700,3,3,100
1,20,41,15,1,6,2008,50,80400,1,1,S00
1,20,21,15,6,6,2008,50,81300,2,1.7,100
1,20,44,15,1,6,2008,20,52000,3,2.5,900
1,20,45,15,1,6,2008,5,83500,5,4.9,200
1,20,53,15,1,6,2008,50,600,1,0.5,700
1,20,54,15,20,6,2008,50,61300,1,0.6,100
1,20,13,15,6,6,2008,20,92600,3,3.2,900
1,20,31,15,1,6,2008,20,10200,3,3,900
1,20,33,15,1,6,2008,20,22500,3,3.2,100
1,20,35,15,5,6,2008,5,43900,5,4.6,400
1,20,41,15,1,6,2008,50,80500,1,0.8,S00
1,20,21,15,1,6,2008,50,81500,1,0.8,700
1,20,44,15,1,6,2008,50,52100,1,0.9,700
1,20,45,15,1,6,2008,5,83800,6,6,200
1,20,53,15,4,6,2008,50,700,1,0.6,700
1,20,54,15,4,6,2008,20,61800,4,3.9,100
1,20,13,15,4,6,2008,5,95200,9,9.3,200
1,20,31,15,1,6,2008,50,10300,2,1.7,100
1,20,33,15,1,6,2008,20,23000,3,2.5,900
1,20,35,15,1,6,2008,5,44400,5,4.7,400
1,20,41,15,1,6,2008,50,80600,2,1.9,100
1,20,21,15,6,6,2008,50,81600,1,1.1,100
1,20,44,15,1,6,2008,20,52400,3,2.5,900
1,20,45,15,15,6,2008,5,84000,5,4.7,200
1,20,53,15,1,6,2008,50,800,1,0.6,700
1,20,54,15,1,6,2008,5,63500,5,4.6,XS1
1,20,21,15,1,6,2008,50,400,1,0.7,100
1,20,31,15,1,6,2008,50,10400,1,0.9,100
1,20,33,15,1,6,2008,20,23100,3,2.8,900
1,20,35,15,1,6,2008,50,50900,1,0.7,S00
1,20,41,15,6,6,2008,50,80700,2,1.5,100
1,20,21,15,15,6,2008,20,82400,3,2.6,100
1,20,44,15,1,6,2008,20,52800,3,2.5,900
1,20,45,15,15,6,2008,5,84100,7,6.8,200
1,20,53,15,4,6,2008,50,900,1,0.7,700
1,20,54,15,4,6,2008,5,63600,11,10.5,200
1,20,21,15,1,6,2008,20,500,3,2.8,900
1,20,31,15,15,6,2008,50,10800,1,1.4,100
1,20,33,15,5,6,2008,50,23200,2,1.7,100
1,20,35,15,4,6,2008,50,51200,2,1.7,100
1,20,41,15,1,6,2008,50,80800,1,1.2,S00
1,20,21,15,15,6,2008,20,82500,3,3.1,100
1,20,44,15,1,6,2008,50,53000,1,1.3,100
1,20,45,15,1,6,2008,5,84200,5,5.4,200
1,20,53,15,4,6,2008,50,1000,2,1.5,100
1,20,54,15,5,6,2008,5,65000,,,DS3
1,20,21,15,6,6,2008,50,600,2,1.8,100
1,20,31,15,15,6,2008,50,10900,2,1.6,100
1,20,33,15,1,6,2008,50,23300,1,1.3,700
1,20,35,15,5,6,2008,50,51300,2,1.9,S00
1,20,41,15,1,6,2008,50,80900,2,1.7,100
1,20,21,15,4,6,2008,5,83500,13,12.7,200
1,20,44,15,1,6,2008,50,53100,1,1.2,100
1,20,45,15,1,6,2008,50,90500,1,0.7,700
1,20,53,15,1,6,2008,50,1100,1,1.3,100
1,20,54,15,1,6,2008,5,65200,5,5.4,XS1
1,20,21,15,6,6,2008,50,700,1,0.7,700
1,20,31,15,1,6,2008,50,11000,1,1,100
1,20,33,15,1,6,2008,50,23400,1,1,S00
1,20,35,15,1,6,2008,20,51800,4,4.3,100
1,20,41,15,1,6,2008,50,81000,1,1.2,100
1,20,21,15,4,6,2008,5,84300,14,13.6,200
1,20,44,15,6,6,2008,50,53200,1,0.9,100
1,20,45,15,1,6,2008,20,90700,4,4.1,100
1,20,53,15,4,6,2008,50,1200,1,1.2,100
1,20,54,15,4,6,2008,50,70100,2,1.8,100
1,20,21,15,1,6,2008,20,800,3,3.1,100
1,20,31,15,1,6,2008,50,11100,2,1.9,100
1,20,33,15,1,6,2008,50,23500,2,1.5,100
1,20,35,15,1,6,2008,5,51900,5,5.2,400
1,20,41,15,15,6,2008,50,81100,1,0.8,100
1,20,21,15,1,6,2008,50,90700,1,1.1,100
1,20,44,15,4,6,2008,50,53300,1,1.2,100
1,20,45,15,1,6,2008,50,91000,1,1.1,100
1,20,53,15,6,6,2008,50,1300,2,1.6,100
1,20,54,15,1,6,2008,50,70200,1,1.2,S00
1,20,21,15,1,6,2008,50,900,1,0.7,700
1,20,31,15,1,6,2008,20,11200,3,2.6,900
1,20,33,15,7,6,2008,5,24000,5,5,400
1,20,35,15,1,6,2008,20,52700,3,3.3,100
1,20,41,15,1,6,2008,50,81200,1,1,S00
1,20,21,15,1,6,2008,50,91000,1,0.6,700
1,20,44,15,1,6,2008,50,53400,2,1.6,100
1,20,45,15,1,6,2008,50,91100,1,1.2,100
1,20,53,15,1,6,2008,50,1400,1,0.7,100
1,20,54,15,1,6,2008,50,70300,1,0.6,S00
1,20,21,15,1,6,2008,50,1300,2,1.8,100
1,20,31,15,1,6,2008,50,11500,1,1.3,100
1,20,33,15,7,6,2008,5,24200,7,6.8,200
1,20,35,15,1,6,2008,20,52800,3,3.4,100
1,20,41,15,1,6,2008,50,81300,1,1.3,100
1,20,21,15,1,6,2008,50,91200,1,0.7,700
1,20,44,15,6,6,2008,50,53500,2,1.9,100
1,20,45,15,1,6,2008,50,91300,1,0.6,700
1,20,53,15,1,6,2008,50,1500,1,0.7,100
1,20,54,15,4,6,2008,50,70400,2,1.6,100
1,20,11,15,6,6,2008,5,1500,7,7.1,200
1,20,21,15,15,6,2008,20,1800,3,3.2,100
1,20,31,15,15,6,2008,50,11600,1,0.6,100
1,20,33,15,7,6,2008,5,24800,9,9.4,200
1,20,35,15,10,6,2008,5,55300,24,24.4,200
1,20,41,15,1,6,2008,50,81400,2,1.9,100
1,20,21,15,6,6,2008,50,91300,1,0.9,700
1,20,44,15,5,6,2008,5,53600,13,13,BD1
1,20,45,15,1,6,2008,50,91400,1,0.8,700
1,20,53,15,4,6,2008,50,1600,1,1,100
1,20,54,15,1,6,2008,50,70500,2,1.8,S00
1,20,11,15,1,6,2008,50,1600,1,0.6,100
1,20,21,15,6,6,2008,50,91400,1,1.4,700
1,20,31,15,4,6,2008,5,12300,,,DP3
1,20,33,15,1,6,2008,5,25000,6,5.9,400
1,20,35,15,6,6,2008,5,60600,9,8.5,200
1,20,41,15,1,6,2008,20,81500,3,3,100
1,20,43,15,1,6,2008,50,20600,1,1,100
1,20,44,15,1,6,2008,50,53700,1,0.8,100
1,20,45,15,1,6,2008,50,91500,1,1,100
1,20,53,15,1,6,2008,50,1700,1,0.7,700
1,20,54,15,4,6,2008,50,70600,2,1.7,100
1,20,11,15,6,6,2008,5,2500,14,13.7,200
1,20,21,15,4,6,2008,5,91500,11,10.7,200
1,20,31,15,1,6,2008,20,12400,3,2.6,900
1,20,33,15,7,6,2008,5,25200,6,6.2,200
1,20,35,15,6,6,2008,50,60700,2,2.4,S00
1,20,41,15,1,6,2008,50,81600,2,1.9,100
1,20,43,15,15,6,2008,50,20700,2,2.3,100
1,20,44,15,1,6,2008,50,53800,1,1,100
1,20,45,15,1,6,2008,50,91600,2,1.5,100
1,20,53,15,4,6,2008,50,1800,1,0.7,700
1,20,54,15,20,6,2008,50,70700,1,1.4,100
1,20,11,15,4,6,2008,5,2800,15,14.6,200
1,20,21,15,15,6,2008,20,91700,3,2.7,100
1,20,31,15,16,6,2008,5,12600,7,6.8,200
1,20,33,15,1,6,2008,20,30700,3,3.2,100
1,20,35,15,6,6,2008,5,60800,6,5.8,300
1,20,41,15,1,6,2008,50,81700,2,1.5,100
1,20,43,15,15,6,2008,50,20800,2,1.6,100
1,20,44,15,1,6,2008,50,53900,1,1.1,100
1,20,45,15,1,6,2008,5,94400,6,6,400
1,20,53,15,4,6,2008,50,10400,1,0.8,700
1,20,54,15,1,6,2008,50,70800,1,1.2,X00
1,20,11,15,4,6,2008,5,3600,,,DP3
1,20,21,15,15,6,2008,5,92000,8,7.6,200
1,20,31,15,15,6,2008,5,12700,7,7.1,200
1,20,33,15,1,6,2008,20,30800,3,2.6,900
1,20,35,15,1,6,2008,50,60900,1,1.4,S00
1,20,41,15,1,6,2008,20,82000,4,4,100
1,20,43,15,1,6,2008,50,21000,1,0.9,100
1,20,44,15,1,6,2008,50,54000,1,1.1,100
1,20,51,15,1,6,2008,50,1600,1,1.1,700
1,20,53,15,10,6,2008,20,10500,3,2.5,900
1,20,54,15,20,6,2008,50,70900,1,0.7,X00
1,20,11,15,6,6,2008,5,3900,6,5.8,200
1,20,22,15,1,6,2008,50,1000,1,1,100
1,20,31,15,1,6,2008,5,14000,6,6.3,200
1,20,33,15,1,6,2008,50,30900,2,1.8,100
1,20,35,15,1,6,2008,5,61000,5,5.4,200
1,20,41,15,1,6,2008,20,82400,4,4,100
1,20,43,15,15,6,2008,50,21100,2,2,100
1,20,44,15,1,6,2008,50,54100,1,0.9,100
1,20,51,15,1,6,2008,50,1800,1,0.6,700
1,20,53,15,1,6,2008,50,10900,1,0.9,700
1,20,54,15,1,6,2008,50,71000,1,1.2,S00
1,20,11,15,6,6,2008,5,4400,18,18.2,200
1,20,22,15,1,6,2008,50,1200,1,0.7,700
1,20,31,15,1,6,2008,5,14600,,,DP4
1,20,33,15,1,6,2008,5,31600,5,4.7,200
1,20,35,15,5,6,2008,50,61100,1,0.6,S00
1,20,41,15,1,6,2008,20,82500,3,3.1,900
1,20,43,15,1,6,2008,50,21200,1,1.3,100
1,20,44,15,1,6,2008,50,54200,1,0.6,100
1,20,51,15,15,6,2008,5,3400,5,5.2,200
1,20,53,15,4,6,2008,50,11000,1,1.1,100
1,20,54,15,1,6,2008,50,71100,1,1.4,X00
1,20,11,15,6,6,2008,5,4700,,,DP2
1,20,22,15,1,6,2008,50,1300,1,0.5,700
1,20,31,15,7,6,2008,5,14900,6,6,400
1,20,33,15,1,6,2008,20,32400,3,3,900
1,20,35,15,1,6,2008,20,61200,4,3.9,100
1,20,41,15,7,6,2008,5,82700,6,6.1,300
1,20,43,15,15,6,2008,20,21300,3,2.7,X00
1,20,44,15,1,6,2008,50,54300,1,1.4,100
1,20,51,15,15,6,2008,5,3500,12,11.5,200
1,20,53,15,6,6,2008,50,11500,1,0.9,700
1,20,54,15,1,6,2008,50,71200,1,1.1,S00
1,20,11,15,1,6,2008,50,10500,2,1.9,100
1,20,22,15,4,6,2008,5,2200,10,9.7,200
1,20,31,15,1,6,2008,5,15000,6,5.9,200
1,20,33,15,1,6,2008,20,32500,3,3.4,100
1,20,35,15,5,6,2008,20,61300,4,4.1,100
1,20,41,15,1,6,2008,20,82800,3,2.7,900
1,20,43,15,15,6,2008,20,21400,4,3.6,100
1,20,44,15,1,6,2008,50,54400,1,1,100
1,20,51,15,15,6,2008,5,3700,8,8.4,200
1,20,53,15,4,6,2008,50,11600,1,0.8,100
1,20,54,15,1,6,2008,50,71300,1,1.2,X00
1,20,11,15,1,6,2008,50,10800,1,0.9,100
1,20,22,15,1,6,2008,5,2500,6,5.7,200
1,20,31,15,1,6,2008,5,15100,6,5.6,200
1,20,33,15,1,6,2008,20,32600,4,4.4,100
1,20,35,15,5,6,2008,5,61700,7,7.2,200
1,20,41,15,1,6,2008,50,83300,1,0.6,S00
1,20,43,15,15,6,2008,20,21500,4,3.6,100
1,20,44,15,10,6,2008,5,54500,5,4.8,400
1,20,51,15,7,6,2008,5,4100,9,9.2,200
1,20,53,15,6,6,2008,20,12500,3,3.4,900
1,20,54,15,1,6,2008,50,71400,1,1.3,X00
1,20,11,15,1,6,2008,50,11100,1,0.9,100
1,20,22,15,15,6,2008,5,2800,8,7.9,200
1,20,31,15,7,6,2008,5,15200,6,6.2,200
1,20,33,15,7,6,2008,5,33000,6,6.2,200
1,20,35,15,1,6,2008,20,61900,3,2.8,100
1,20,41,15,1,6,2008,5,83700,5,4.5,400
1,20,43,15,15,6,2008,20,21600,3,3.1,100
1,20,44,15,1,6,2008,50,60200,1,0.8,700
1,20,51,15,15,6,2008,5,4500,5,5.1,200
1,20,53,15,7,6,2008,5,20900,,,DP3
1,20,54,15,1,6,2008,50,71500,2,1.8,X00
1,20,11,15,1,6,2008,50,11400,1,1.1,100
1,20,22,15,4,6,2008,5,3600,15,15,200
1,20,31,15,1,6,2008,50,20300,1,1.1,100
1,20,33,15,7,6,2008,5,33300,10,9.5,200
1,20,35,15,5,6,2008,20,62500,3,2.6,900
1,20,41,15,15,6,2008,5,83900,13,13.4,200
1,20,43,15,1,6,2008,50,21700,1,0.6,700
1,20,44,15,1,6,2008,50,60500,1,0.8,100
1,20,51,15,15,6,2008,5,4700,6,5.5,300
1,20,53,15,7,6,2008,5,21000,,,DP3
1,20,54,15,20,6,2008,50,71600,1,0.9,X00
1,20,11,15,4,6,2008,5,11800,21,20.9,200
1,20,22,15,4,6,2008,5,4800,12,11.7,200
1,20,31,15,15,6,2008,50,20800,1,0.6,S00
1,20,33,15,15,6,2008,5,33500,8,7.8,200
1,20,35,15,4,6,2008,5,63800,8,7.7,200
1,20,41,15,1,6,2008,5,84500,5,5.1,200
1,20,43,15,17,6,2008,50,21700,2,1.5,700
1,20,44,15,1,6,2008,50,60600,2,2.1,100
1,20,51,15,15,6,2008,5,4900,8,8.1,200
1,20,53,15,4,6,2008,50,21300,1,0.6,700
1,20,54,15,20,6,2008,50,71700,1,0.6,B00
1,20,11,15,1,6,2008,20,12100,3,2.5,900
1,20,22,15,1,6,2008,50,10800,1,1,100
1,20,31,15,5,6,2008,50,20900,1,1.2,S00
1,20,33,15,15,6,2008,5,33600,5,5.2,200
1,20,35,15,1,6,2008,5,64000,5,5.4,200
1,20,41,15,1,6,2008,5,84800,5,5,200
1,20,43,15,1,6,2008,50,21800,1,0.6,700
1,20,44,15,1,6,2008,50,60700,1,0.6,700
1,20,51,15,1,6,2008,50,10100,2,1.7,100
1,20,53,15,4,6,2008,50,21400,1,1.2,700
1,20,54,15,4,6,2008,50,71900,1,1.1,100
1,20,11,15,6,6,2008,5,14600,13,13.2,200
1,20,22,15,1,6,2008,50,10900,1,0.8,100
1,20,31,15,1,6,2008,50,21000,2,1.8,100
1,20,33,15,1,6,2008,5,33800,,,DP4
1,20,35,15,4,6,2008,5,64100,12,12,200
1,20,41,15,1,6,2008,50,90200,1,0.7,S00
1,20,43,15,5,6,2008,20,22000,3,2.6,100
1,20,44,15,1,6,2008,50,60800,1,1.4,100
1,20,51,15,15,6,2008,50,11200,1,1,100
1,20,53,15,1,6,2008,50,21500,1,0.6,700
1,20,54,15,1,6,2008,50,72000,1,1.1,S00
1,20,11,15,1,6,2008,50,20900,2,1.5,100
1,20,22,15,1,6,2008,20,12200,4,3.7,100
1,20,31,15,1,6,2008,50,21100,1,1.1,100
1,20,33,15,15,6,2008,5,33900,7,6.6,200
1,20,35,15,1,6,2008,50,64200,1,1.1,S00
1,20,41,15,1,6,2008,50,90300,1,1.2,100
1,20,43,15,1,6,2008,20,22400,3,2.8,900
1,20,44,15,4,6,2008,50,60900,2,1.6,100
1,20,51,15,1,6,2008,20,12200,3,3.2,100
1,20,53,15,7,6,2008,20,21900,4,4.4,100
1,20,54,15,4,6,2008,5,74000,10,10.2,200
1,20,11,15,1,6,2008,50,21200,1,0.5,700
1,20,22,15,6,6,2008,5,12400,20,20,200
1,20,31,15,1,6,2008,20,21200,4,3.7,100
1,20,33,15,15,6,2008,5,34000,7,6.7,200
1,20,35,15,1,6,2008,50,64400,2,1.5,100
1,20,41,15,1,6,2008,50,90400,1,1,S00
1,20,43,15,1,6,2008,20,22800,3,2.9,900
1,20,44,15,1,6,2008,50,61000,2,2,100
1,20,51,15,1,6,2008,20,12300,3,2.6,900
1,20,53,15,4,6,2008,5,22600,,,DP3
1,20,54,15,4,6,2008,50,80100,1,0.8,100
1,20,11,15,15,6,2008,5,21600,5,5.1,200
1,20,22,15,16,6,2008,5,14200,10,10.4,200
1,20,31,15,1,6,2008,50,21300,1,0.6,S00
1,20,33,15,5,6,2008,5,34700,6,6,200
1,20,35,15,6,6,2008,5,64600,5,4.7,400
1,20,41,15,1,6,2008,50,90500,2,1.5,100
1,20,43,15,1,6,2008,5,24500,5,4.7,400
1,20,44,15,1,6,2008,50,61100,1,1.4,100
1,20,51,15,1,6,2008,20,12400,3,2.6,900
1,20,53,15,7,6,2008,5,23900,,,DP3
1,20,54,15,1,6,2008,50,80600,2,1.5,X00
1,20,11,15,6,6,2008,5,21800,6,6.2,200
1,20,22,15,15,6,2008,5,14400,5,5,400
1,20,31,15,1,6,2008,50,21400,2,2.2,100
1,20,33,15,16,6,2008,5,34900,12,12.4,200
1,20,35,15,1,6,2008,5,64800,5,4.5,400
1,20,41,15,1,6,2008,20,90600,3,2.8,900
1,20,43,15,7,6,2008,5,25100,8,8.2,200
1,20,44,15,1,6,2008,50,61200,1,1.4,100
1,20,51,15,5,6,2008,5,12500,,,DP3
1,20,53,15,7,6,2008,5,24000,,,DP3
1,20,54,15,4,6,2008,20,80700,4,3.9,100
1,20,11,15,6,6,2008,5,23100,19,18.5,200
1,20,22,15,15,6,2008,5,14500,5,5.1,400
1,20,31,15,1,6,2008,20,21500,3,2.5,900
1,20,33,15,5,6,2008,5,35000,8,7.9,200
1,20,35,15,1,6,2008,50,70800,1,0.8,S00
1,20,41,15,1,6,2008,50,90700,2,1.6,100
1,20,43,15,1,6,2008,50,30600,2,1.7,100
1,20,44,15,1,6,2008,50,61300,1,0.7,100
1,20,51,15,1,6,2008,20,12700,3,3.3,100
1,20,53,15,7,6,2008,5,24300,,,DP3
1,20,54,15,1,6,2008,50,80800,1,1.2,100
1,20,11,15,1,6,2008,20,31000,4,3.5,100
1,20,22,15,6,6,2008,5,15000,17,16.9,200
1,20,31,15,1,6,2008,50,21700,2,1.5,100
1,20,33,15,1,6,2008,50,41200,1,1.3,100
1,20,35,15,15,6,2008,50,70900,2,2.3,S00
1,20,41,15,1,6,2008,20,90900,3,3.1,100
1,20,43,15,16,6,2008,50,30700,2,2.2,100
1,20,44,15,1,6,2008,50,61400,1,1.2,700
1,20,51,15,5,6,2008,5,13600,11,10.9,200
1,20,53,15,4,6,2008,5,25100,15,14.9,200
1,20,54,15,4,6,2008,50,80900,1,0.9,100
1,20,11,15,6,6,2008,20,31200,4,4.2,100
1,20,22,15,15,6,2008,5,22000,6,6.2,200
1,20,31,15,7,6,2008,5,21800,11,10.9,200
1,20,33,15,1,6,2008,50,41300,2,1.9,100
1,20,35,15,15,6,2008,5,71000,5,4.7,400
1,20,41,15,1,6,2008,50,91000,2,1.8,100
1,20,43,15,5,6,2008,5,30900,10,9.5,200
1,20,44,15,1,6,2008,20,61600,4,3.7,100
1,20,51,15,4,6,2008,5,14900,10,9.9,200
1,20,53,15,1,6,2008,50,30600,1,1.2,100
1,20,54,15,1,6,2008,50,81000,2,2.2,X00
1,20,11,15,1,6,2008,50,31300,1,1.3,S00
1,20,22,15,15,6,2008,20,22200,3,2.5,S00
1,20,31,15,7,6,2008,5,22200,9,8.8,200
1,20,33,15,1,6,2008,50,41500,1,1.2,100
1,20,35,15,15,6,2008,5,71100,12,12.1,200
1,20,41,15,1,6,2008,50,91100,2,2.1,100
1,20,43,15,1,6,2008,50,31200,1,0.9,700
1,20,44,15,15,6,2008,5,61700,8,8.3,200
1,20,51,15,5,6,2008,5,21400,,,DP4
1,20,53,15,4,6,2008,5,30900,14,13.5,200
1,20,54,15,1,6,2008,50,81100,2,2.2,X00
1,20,11,15,1,6,2008,20,31600,3,3,100
1,20,22,15,15,6,2008,5,22300,5,4.9,200
1,20,31,15,1,6,2008,20,22400,4,3.6,100
1,20,33,15,1,6,2008,20,41600,3,3.2,100
1,20,35,15,15,6,2008,20,71200,3,3.4,100
1,20,41,15,1,6,2008,50,91200,2,2,100
1,20,43,15,1,6,2008,50,31200,1,0.7,700
1,20,44,15,1,6,2008,5,61800,5,5.4,200
1,20,51,15,1,6,2008,50,21600,1,1.4,100
1,20,53,15,1,6,2008,50,31200,1,0.6,700
1,20,54,15,1,6,2008,50,81200,2,1.7,X00
1,20,11,15,1,6,2008,5,32000,5,5.4,200
1,20,22,15,15,6,2008,5,22400,5,4.5,400
1,20,31,15,7,6,2008,5,22600,8,7.5,200
1,20,33,15,15,6,2008,20,41700,4,4.3,100
1,20,35,15,15,6,2008,20,71300,3,3.2,100
1,20,41,15,1,6,2008,50,91300,1,1.4,100
1,20,43,15,1,6,2008,50,31300,1,1,700
1,20,44,15,1,6,2008,20,61900,4,3.5,900
1,20,51,15,1,6,2008,50,21700,1,0.6,700
1,20,53,15,7,6,2008,5,31800,,,DP3
1,20,54,15,1,6,2008,50,81300,2,1.6,X00
1,20,11,15,15,6,2008,5,33900,5,5.4,200
1,20,22,15,1,6,2008,5,22700,,,DP2
1,20,31,15,1,6,2008,20,22700,4,3.5,100
1,20,33,15,16,6,2008,5,42100,6,6,200
1,20,35,15,1,6,2008,50,71400,1,0.6,700
1,20,41,15,1,6,2008,50,91400,2,1.5,100
1,20,43,15,16,6,2008,20,31700,3,2.7,100
1,20,44,15,15,6,2008,50,62300,2,2.4,100
1,20,51,15,1,6,2008,50,21800,1,1.4,700
1,20,53,15,7,6,2008,5,33900,,,DP3
1,20,54,15,4,6,2008,50,81400,1,1.3,100
1,20,11,15,15,6,2008,5,34000,6,6.3,200
1,20,22,15,1,6,2008,5,23700,7,7,BS1
1,20,31,15,15,6,2008,5,23500,6,6.3,200
1,20,33,15,15,6,2008,20,42200,3,3.4,100
1,20,35,15,1,6,2008,20,72100,4,4.3,100
1,20,41,15,1,6,2008,50,91500,2,1.8,100
1,20,43,15,1,6,2008,50,31800,2,2.2,100
1,20,44,15,1,6,2008,50,62400,2,2.2,100
1,20,51,15,5,6,2008,5,23500,,,DP3
1,20,53,15,7,6,2008,5,34000,,,DP3
1,20,54,15,1,6,2008,50,81500,1,0.9,S00
1,20,11,15,15,6,2008,5,34100,6,6.1,200
1,20,22,15,7,6,2008,5,23800,5,4.9,200
1,20,31,15,1,6,2008,5,24600,5,4.8,400
1,20,33,15,1,6,2008,20,42400,3,2.6,900
1,20,35,15,1,6,2008,5,73500,6,6.4,200
1,20,41,15,1,6,2008,50,92000,1,0.8,S00
1,20,43,15,5,6,2008,20,31900,4,4.1,100
1,20,44,15,1,6,2008,20,62500,3,3.3,100
1,20,51,15,1,6,2008,5,31100,5,4.5,400
1,20,53,15,4,6,2008,5,34600,7,7.1,200
1,20,54,15,1,6,2008,50,81600,1,0.7,S00
1,20,11,15,6,6,2008,5,35000,19,18.9,200
1,20,22,15,6,6,2008,5,24800,20,19.9,200
1,20,31,15,6,6,2008,5,24900,6,5.5,200
1,20,33,15,1,6,2008,20,42600,4,3.6,100
1,20,35,15,16,6,2008,5,74500,7,6.9,200
1,20,41,15,4,6,2008,5,92500,14,14.2,200
1,20,43,15,1,6,2008,20,32500,3,2.7,900
1,20,44,15,6,6,2008,50,62700,2,2.4,100
1,20,51,15,4,6,2008,5,31600,10,10.3,200
1,20,53,15,4,6,2008,5,35100,11,10.8,200
1,20,54,15,20,6,2008,50,81800,1,0.8,X00
1,20,11,15,1,6,2008,50,40300,2,2.3,100
1,20,22,15,6,6,2008,5,24900,6,6.3,200
1,20,31,15,7,6,2008,5,25000,7,7.3,300
1,20,33,15,1,6,2008,5,42800,5,4.5,400
1,20,35,15,5,6,2008,5,75200,6,6,400
1,20,41,15,1,6,2008,20,92600,4,3.5,100
1,20,43,15,1,6,2008,20,32600,3,3,900
1,20,44,15,4,6,2008,5,63100,,,DS3
1,20,51,15,15,6,2008,20,31800,3,3.2,100
1,20,53,15,1,6,2008,50,40400,1,0.7,700
1,20,54,15,4,6,2008,50,81900,1,1,100
1,20,11,15,6,6,2008,50,41000,1,0.5,700
1,20,22,15,4,6,2008,5,30400,12,11.6,200
1,20,31,15,1,6,2008,50,30600,1,0.6,700
1,20,33,15,15,6,2008,5,44700,11,10.9,200
1,20,35,15,1,6,2008,50,80400,1,0.9,S00
1,20,41,15,1,6,2008,50,93100,1,0.6,S00
1,20,43,15,1,6,2008,20,32700,3,3.3,100
1,20,44,15,4,6,2008,5,63600,,,DP2
1,20,51,15,15,6,2008,20,31900,3,3,100
1,20,53,15,1,6,2008,50,40500,1,1,100
1,20,54,15,4,6,2008,5,83500,8,8.2,200
1,20,11,15,1,6,2008,20,41400,4,4.4,100
1,20,22,15,1,6,2008,5,30700,5,5.3,200
1,20,31,15,1,6,2008,50,30700,2,1.9,100
1,20,33,15,15,6,2008,5,44800,9,8.9,200
1,20,35,15,1,6,2008,50,80800,2,2.1,100
1,20,41,15,1,6,2008,50,93200,1,1.1,100
1,20,43,15,20,6,2008,20,32900,3,2.9,X00
1,20,44,15,1,6,2008,5,63800,6,5.7,200
1,20,51,15,15,6,2008,20,32000,4,4.3,100
1,20,53,15,4,6,2008,50,40600,2,1.5,100
1,20,54,15,4,6,2008,5,84300,,,DP2
1,20,11,15,1,6,2008,20,41600,3,2.9,100
1,20,22,15,1,6,2008,20,30800,3,3.4,100
1,20,31,15,1,6,2008,20,31000,4,4.3,100
1,20,33,15,15,6,2008,5,45000,9,9.3,200
1,20,35,15,1,6,2008,50,81800,1,1.3,B00
1,20,41,15,1,6,2008,50,93300,1,0.7,S00
1,20,43,15,7,6,2008,5,33900,9,8.7,200
1,20,44,15,15,6,2008,5,63900,6,5.8,200
1,20,51,15,15,6,2008,20,32200,3,3.4,100
1,20,53,15,1,6,2008,50,40700,1,0.5,700
1,20,54,15,4,6,2008,5,85200,12,11.7,200
1,20,11,15,6,6,2008,20,42100,4,3.8,100
1,20,22,15,1,6,2008,50,31900,1,1.3,100
1,20,31,15,1,6,2008,20,31100,4,3.8,100
1,20,33,15,15,6,2008,20,51300,3,2.5,900
1,20,35,15,1,6,2008,20,82300,3,2.5,900
1,20,41,15,1,6,2008,50,93400,1,1,100
1,20,43,15,5,6,2008,5,35300,,,DS1
1,20,44,15,4,6,2008,50,70600,1,1,700
1,20,51,15,15,6,2008,20,32300,3,3.1,100
1,20,53,15,1,6,2008,50,40800,1,0.7,100
1,20,54,15,4,6,2008,50,90300,1,0.6,S00
1,20,11,15,1,6,2008,5,42300,6,5.8,200
1,20,22,15,15,6,2008,5,32600,5,4.7,400
1,20,31,15,1,6,2008,20,31400,3,3.4,100
1,20,33,15,16,6,2008,5,51600,6,6.1,200
1,20,35,15,6,6,2008,5,82400,,,DP1
1,20,41,15,1,6,2008,50,93500,1,1.1,100
1,20,43,15,15,6,2008,50,40300,2,1.9,100
